"mnuIntro Omicron Orbit","The space around the planet Omicron contains a small asteroid field and an abandoned research facility.",
inpForward,Forward,
inpBack,Back,
inpLeft,Left,
inpRight,Right,
inpRotateUp,"Rotate Up",
inpRotateDown,"Rotate Down",
inpRotateLeft,"Rotate Left",
inpRotateRight,"Rotate Right",
inpRollLeft,"Roll Left",
inpRollRight,"Roll Right",
inpJumpUp,"Jump / Up",
inpDown,Down,
inpRun,Run,
inpJetpack,Jetpack,
inpOpenUse,"Open / Use",
inpInventory,Inventory,
inpMap,Map,
inpControlPanel,"Control Panel",
inpCreativeMenu,"Creative Menu",
inpScoreBoard,ScoreBoard,
inpAction1,"Primary Action",
inpAction2,"Secondary Action",
inpReload,Reload,
inpDropItem,"Drop Item",
inpMainPowerSwitch,"Main Power Switch",
inpHelmet,Helmet,
inpGlobalChat,"Global Chat",
inpFactionChat,"Faction Chat",
inpSwitchView,"Switch View",
inpGodMode,"Fly Mode",
inpBlockRotAxis+,"Rotation Axis +",
inpBlockRotAxis-,"Rotation Axis -",
inpRotateBlock+,"Rotate Block +",
inpRotateBlock-,"Rotate Block -",
inpRaiseBlueprint,"Raise Blueprint",
inpLowerBlueprint,"Lower Blueprint",
inpLookAround,"Look Around",
inpCreateBlueprint,"Create Blueprint",
inpBlueprintLib,"Blueprint Library",
inpPause,Pause,
inpShowHideFps,"Show / Hide FPS",
inpSaveScreenshot,"Save Screenshot",
inpPlayerDrone,"Player Drone",
inpHudMode,"HUD Display Mode",
inpFactionMenu,"Faction Menu",
inpFlashlight,Lights,
inpWarpDrive,"Warp Drive",
inpBuildTools,"Build Tools",
inpPDA,PDA,
inpTechTreeMenu,"Tech Tree Menu",
inpConsole,Console,
inpAutoRotate,"Auto Rotate",
Loading...,Loading...,
lscPreAlphaHeader,"This version is still in Pre-Alpha and has some limitations!",
lscPreAlphaLine1,"What to expect from the Alpha:",
svrConnecting,"Connecting to server...",
svrConnectingToHost,"Connecting to server {0}...",
svrConnectingToIpPort,"Connecting to server {0}:{1}...",
Cancel,Cancel,
bhiGameName,"Choose a name for your game. This game name will determine also the name for the save game. Use only letters and numbers.",
"Power Usage:","Power Usage:",
"Power Left:","Power Left:",
Docked:,Docked:,
Distance:,Distance:,
Ammo:,Ammo:,
Type:,Type:,
hudToTarget,"to {0}",
hssHoverHeight,"Hover Height:",
Booster:,Booster:,
Player,Player,
Drop,Drop,
Trash,Trash,
"Player Inventory","Player Inventory",
Constructor,Constructor,
"Food Processor","Food Processor",
Templates,Templates,
"Construction Queue","Construction Queue",
"Processing Queue","Processing Queue",
Container,Container,
"Controllable Units","Controllable Units",
Properties,Properties,
"Overall Status","Overall Status",
"Max. Output:","Max. Output:",
Consumption:,"Curr. Consumption:",
"Max Consumption:","Max. Consumption:",
Fuel:,Fuel:,
Powered:,Powered:,
Diameter:,Diameter:,
Moons:,Moons:,
"Atmo Density:","Atmo Density:",
igmResourceDiscovered,"{0} discovered a new resource:\n{1}",
igmPoiDiscovered,"{0} discovered a new POI:\n{1}",
igmLandingEscapePod,"You are approaching the surface of the planet {0}. Steer your Escape Pod to a safe spot!",
igmLeaveEscapePod,"Press '{0}' to leave the escape pod",
igmWarpCrystals,"You have only {0} {1} but need {2} to warp",
igmWarpInSpace,"You can only warp in space",
Size:,Size:,
tutPlayerDrone,"Press '{0}' to activate your personal drone - it will be a big help for building your base",
tutPlacePowerGenerator,"Place a power generator on your base",
tutPlaceFuelTank,"Place a fuel tank on your base and fill it with fuel packs",
tutPlaceFoodProcessor,"Place a food processor to cook and process food items",
tutEatOrProcessFood,"Find something to eat and/or process your food in a Food Processor",
tutSwitchOnMainPower,"Switch on Main Power ('{0}' or via Control Panel) to operate unit",
tutHowToChangeHoverHeight,"Press '{0}' / '{1}' to increase/decrease hover distance to ground",
tutLeaveEscapePod,"Take all your equipment with you because the escape pod will soon vanish!",
igmInventoryFull,"Cannot pick up - inventory full",
igmLeaveWorldOnlyTogether,"You can leave the world only in a ship with all players onboard!",
igmEnterWorldOnlyTogether,"You can enter the planet only in a ship with all players onboard!",
igmLeaveWorldOnlyAsPassenger,"You can leave the planet only on a passenger seat!",
igmCanEnterAsPassenger,"You can enter a planet only as a passenger!",
igmCannotPlaceOnPlanet,"You can not place this on a planet",
igmCannotPlaceInSpace,"You can not place this in space",
igmFlattenTerrainFirst,"You need to flatten the terrain first",
igmCreatedNew,"Created new {0} ({1})",
igmCurrentlyOccupied,"Currently occupied!",
igmCurrentlyOccupiedBy,"Currently occupied by {0}!",
igmGameSavedNoBackup,"Game saved. Backup failed!",
igmGameSavedWithBackup,"Game saved. Backup created.",
igmInvalidItemForContainer,"Cannot put this item here",
"Server Port:","Server Port:",
Blueprints,Blueprints,
Load,Load,
"Energy Items","Energy Items",
"Output Items","Output Items",
Status,Status,
"Operational time [h:mm]:","Operational time [h:mm]:",
Status:,Status:,
"Source Quality:","Source Quality:",
"Next bottle [s]:","Next bottle [s]:",
"Container Inventory","Container Inventory",
igmStopToExit,"Please stop the ship to exit the cockpit",
igmWaitReloadToExit,"Please wait for reloading to finish",
igmForceStopGeneratorOff,"Generator turned off while moving. Initializing forced stop of your ship",
igmEmergencyBreakLowFuel,"Initializing emergency break due to low fuel.",
igmWrongFactionOrNoCore,"Wrong faction or no core present!",
igmWrongFaction,"Wrong faction!",
igmWrongFactionOrPrivate,"Wrong faction or private!",
igmOtherFactionBaseNearby,"Cannot build nearby an enemy base",
igmResourceNearby,"Cannot create nearby a resource deposit",
igmSpawnColliderOverlaps,"There is another object in the spawn area",
igmNoSpaceToPlace,"No empty space to place block",
igmCannotPlaceBlockOn,"You cannot place this block on {0}. Please check the block attributes for further info.",
igmEnterCockpitMS,"Press '{0}' to pilot the capital vessel",
igmEnterCockpitGV,"Press '{0}' to enter the hover vessel",
igmEnterCockpitSS,"Press '{0}' to enter the small vessel",
igmEnterEntityGeneral,"Press '{0}' to enter {1}",
igmEnterPlayerBike,"Press '{0}' to enter {2} or press {1} to pick it up",
igmPickupPlayerBike,"Press '{0}' to pick up {1}",
igmUseConstructor,"Press '{0}' to use the Constructor",
igmUseATM,"Press '{0}' to use the Automated Teller Machine",
igmCoreInfo,"Core: {0} Faction",
igmCoreAccess,"Press '{0}' to open Control Panel",
igmUseFoodProcessor,"Press '{0}' to use the Food processor",
igmSwitchLightOn,"Press '{0}' to switch light on",
igmSwitchLightOff,"Press '{0}' to switch light off",
igmEnterPassengerSeat,"Press '{0}' to enter as a passenger",
igmEnterTurret,"Press '{0}' to remote control turret",
igmTurretOnlyBA,"You need to access this turret using the control panel either from the cockpit or a passenger seat",
Access,Access,
Mass:,Mass:,
missing,missing,
Unit,Unit,
"Select Color:","Select Color:",
Cockpit,Cockpit,
"Fuel Tank","Fuel Tank",
Generator,Generator,
Core,Core,
RCS,RCS,
Thruster,Thruster,
"Hover Engine","Hover Engine",
igmNoExternalOxygen,"No oxygen! Wearing your helmet may help.",
igmEffectNoFood,"You are dying from lack of food.",
igmEffectNoOxygen,"You have no oxygen to breathe.",
igmEffectFire,"You are burning. Get out of the lava.",
igmEffectApplyMedikitSmall,"You applied a small medikit.",
igmEffectApplyMedikitLarge,"You applied a large medikit.",
igmEffectMedicStation,"Your health level is increasing.",
igmEffectOxygenStation,"Your oxygen is refilling.",
igmEffectStaminaBoost,"You obtained a Stamina boost.",
igmEffectStimBoostUp,"You obtained a Stamina boost.",
igmEffectBadTrip,"You are on a bad trip (stamina and health are decreasing)!",
igmEffectAlienParasiteStep1,"An Alien parasite infected you. An antidote injection will prevent it from spreading out.",
ENERGY,ENERGY,
"Show Pre-Alpha Info","Show Pre-Alpha Info",
igmExceededBases,"In this version there is a limited number of bases you can create ({0}). Cannot create more for now",
igmO2Fill,"Press '{0}' to use the O2 station",
igmNoO2InTanks,"There is no O2 in the tanks",
igmSwitchOnPower,"Switch on the main power first",
igmO2AlreadyFull,"O2 already full",
igmDroneBaseAttack,"Warning! Drones are on their way to attack your base",
igmIncomingAsteroid,"Meteorite incoming! Watch out - it may contain new resources!",
igmTroopsTransportClose,"Warning! Enemy troop transport is approaching",
igmDroneBaseDisabled,"Congratulations! You have disabled the drone base. There will be no new drone attacks",
lblOffNoEnergy,"Off (No energy source)",
lblOffNoMaterial,"Off (No source material)",
lblOffNoStorage,"Off (Storage full)",
"Tech Tree","Tech Tree",
"Tech Trees","Tech Trees",
"Required Unlock Points:","Required Unlock Points:",
Unlock,Unlock,
"Player's Level:","Player's Level:",
GV_New,"New HV",
SV_New,"New SV",
CV_New,"New CV",
Base_New,"New Base",
EscapePod,"Escape Pod",
EscapePod_NewStart,"Escape Pod",
Passengers:,Passengers:,
Faction,Faction,
Factions,Factions,
Create,Create,
Join,Apply,
Edit,Edit,
Leave,Leave,
Accept,Accept,
Remove,Remove,
Promote,Promote,
Demote,Demote,
"(Invalid Name)","(Invalid Name)",
"Create Faction","Create Faction",
"Rename Faction","Rename Faction",
"Faction Abbreviation","Faction Abbreviation",
CPnlNoFaction,"No Faction",
CPnlFactionX,"Faction: [{0}]",
CPnlFactionPriv,Private,
CPnlFactionPub,Public,
"(Faction Name Taken)","(Faction Name Taken)",
"(Abbreviation Taken)","(Abbreviation Taken)",
Members,Members,
Role,Role,
Abbrev,Abbrev,
Candidate,Candidate,
Member,Member,
Admin,Admin,
Founder,Owner,
Gravity,Gravity,
Type,Type,
Difficulty,Difficulty,
PvP,PvP,
Space,Space,
Temperate,Temperate,
Desert,Desert,
Snow,Snow,
Lava,Lava,
Barren,Barren,
PvE,PvE,
Mode,Mode,
Kill,Suicide,
"Direct IP and Port:","Direct IP and Port:",
"Stop Refresh","Stop Refresh",
Refresh,Refresh,
Ping,Ping,
Build,Build,
Players,Players,
"Server Name","Server Name",
"Total Servers:","Total Servers:",
"Server List","Server List",
"Hide password protected","Hide password protected",
"Hide incompatible builds","Hide incompatible builds",
ServerPassword,"Please enter password for server:",
Level,Level,
"Available Unlock Points:","Available Unlock Points:",
"Character Stats","Character Stats",
Global:,Global:,
Filter:,Filter:,
Name:,Name:,
Resources,Resources,
"Length of Day:","Length of Day:",
"Current / Mean Temperature:","Current / Mean Temperature:",
mnuFacebook,Facebook,
mnuTwitter,Twitter,
Distance,Distance,
"Lock Target","Lock Target",
"Current Target","Current Target",
Mode:,Mode:,
Difficulty:,Difficulty:,
igmWarpJumpOnlyInCockpit,"Warp jump only in cockpit of a capital vessel possible",
igmWarpJumpNotAvail,"You need a warp drive to jump",
igmWarpJumpNoTarget,"No warp jump target locked",
igmWarpJumpArrivedAlready,"Arrived at target already",
igmWarpJumpHeadTarget,"You need to fly towards the target to activate warp jump",
igmWarpJumpFlyFaster,"You need to fly faster to activate warp jump",
igmWarpJumpPassengers,"All players have to be on passenger seats",
igmDetachNotPossible,"You cannot do this now - you have to wait",
igmSectorLeaving,"You need a warp drive to travel to a location outside your sector",
igmWeaponNotShootableHere,"You cannot shoot this weapon on a planet",
igmFlyRestriction,"Flying only possible if all players leave the docked ships",
mnuHoverLabelIngameHints,"Here you can choose to have in-game hints in Survival mode enabled or disabled.",
mnuHoverLabelServerPort,"This is the port if you are server in a multiplayer game.",
btnAbortProduction,"Abort Production",
btnBpFactory,Factory,
btnBpLibrary,Library,
btnOpenWorkshop,"Open Workshop",
btnPublish,Publish,
btnRevert,Revert,
btnSpawn,Spawn,
btnStartProduction,"Start Production",
btnToFactory,"To Factory",
mnuAmount,Amount,
mnuBlockCount_b,"Block count: ",
mnuNoBpInFactory,"No Blueprint in Factory",
mnuRemainTime,"Remaining Time:",
mnuResourceIntake,Intake,
mnuSizeWHD:_,"Size (WxHxD): ",
mnuSrc,Src,
mnuTitleBlueprints,Blueprints,
mnuTitleInfos,Infos,
mnuTitleResourcesAndTime,"Resources / Time",
mnuTotalProdTime,"Total Production Time:",
igmNoPrefabInBpFactory,"No Blueprint in Factory",
igmItemNoContribToBp,"Item doesn't contribute to Blueprint production",
mnuNoBlueprints,"No Blueprints",
mnuNoBlueprintSelected,"No Blueprint selected",
mnuBpType_b,"Type: ",
mnuBpName_b,"Name: ",
mnuRespawnHomeInfo,"Respawn at your home base on {0}",
mnuRespawnHomeNoSpawnPoint,"Your home base has no medic station",
mnuRespawnHomeMoving,"Your home base may not move",
mnuRespawnNotFound,"Your home base was not found",
mnuRespawnWrongFaction,"Your home base has the wrong faction",
mnuRespawnHomeUndef,"Cannot spawn on your home base",
texNote,"Note: You cannot use symbols from different pages on the same block",
texChooseTexture,"Choose Texture",
texChooseColor,"Choose Color",
texTextures,Textures,
texSymbols,Symbols,
texPage,"Page {0} / {1}",
blkChooseShape,"Choose Shape",
mnuPDA,PDA,
mnuContent,Content,
mnuDescription,Description,
mnuActions,Actions,
mnuTopics,Topics,
btnActivateChapter,"Activate Chapter",
btnDeactivateChapter,"Deactivate Chapter",
btnActivateMission,"Activate Mission",
btnDeactivateMission,"Deactivate Mission",
igmYouCompletedAction,"You successfully completed '{0}'",
igmOtherCompletedAction,"{0} successfully completed '{1}'",
igmChapterCompleted,"Congratulations! You completed PDA chapter '{0}'",
igmMissionCompleted,"Congratulations! You completed the mission '{0}'",
igmChapterAutoActivated,"In your PDA the chapter '{0}' was auto-activated. Open your PDA with F1",
hintBpNotUsable,"(Contains forbidden block or has wrong version)",
hintBpNotAllowedType,"(Exceeds max number for certain block type or blueprint type disabled by server)",
hintBpTooLarge,"(Blueprint size is restricted by the server)",
srvNoPermission,"Permission error: Command '{0}' cannot be executed by client {1}",
srvStopWarning,"WARNING: In {0} minute(s) the '{1}' server will be stopped! After that you can reconnect within a minute.",
srvStopAllWarning,"WARNING: In {0} minute(s) all playfield servers will be stopped! After that you can reconnect within a minute.",
texWholeBlock,"Apply to Whole Block",
bswTitle,"Building Tools",
bswNone,None,
bswXY,XY,
bswXZ,XZ,
bswYZ,YZ,
bswSymmetry,"Symmetry Plane:",
bswShowSI,"Show Structural Integrity",
bswShowCOM,"Show Center Of Mass",
bswUndo,Undo,
bswRedo,Redo,
invPDA,PDA,
invBlueprints,Blueprints,
dlgSetBlueprintGroupTo,"Set blueprint group name to:",
cplIntensity,Intensity,
cplRange,Range,
mnuRespNearSpawnPointTitle,"Medic Station / Clone Chamber",
mnuRespNearSpawnPointDesc,"Respawn at nearest Medic Station / Clone Chamber.",
mnuRespLocalTitle,"Current Location",
mnuRespLocalDesc,"Respawn near your death location.",
mnuRespHomeTitle,"Home Base",
mnuRespFreshStartTitle,"Fresh Start",
mnuStartWorldChangeAlone,"You will re-enter the game on {0} in your escape pod.",
dlgEacIntegrityProblem,"EAC detected an integrity problem:",
dlgEacUnknownError,"Unknown EAC error:",
dlgOnlyUnprotectedMP,"Multiplayer is only possible with unprotected servers!",
groupFood,"Food & Medical",
groupWeaponsItems,"Weapons & Items",
groupBuildingBlocks,"Building Blocks",
groupComponents,Components,
groupDevices,Devices,
groupDecoBlocks,"Decoration Blocks",
placeEverywhere,"All Objects",
placeBA,Bases,
placeCV,"Capital Vessels",
placeSV,"Small Vessels",
placeHV,"Hover Vessels",
bptypeOwn,Own,
bptypeStock,Stock,
bptypeWorkshop,Workshop,
cplFaction,Faction:,
cplTitle,"Control Panel",
cplActive,Active,
cplPowered,Powered,
cplHome,Home,
biwInputItems,"Input Items:",
biwOutputCount,"Output Count:",
Fridge,Fridge,
"Growing Light","Growing Light",
Light,Light,
Medic,Medic,
"O2 Station","O2 Station",
"O2 Tank","O2 Tank",
"Passenger Seat","Passenger Seat",
Turret,Turret,
"Gravity Generator","Gravity Generator",
"Cargo Box","Cargo Box",
Ammo,"Ammo Box",
Warp,Warp,
Door,Door,
HangarShutterDoor,"Hangar/Shutter Door",
Ramp,Ramp,
LCD,"LCD Screen",
Ungrouped,Ungrouped,
dlgAreYouSureToDeleteGame,"Are you sure you want to delete '{0}'?",
dlgCopyErrorPleaseDelete,"An error occured while copying the savegame: {0}\nPlease delete the probably incomplete copy.",
dlgRenameErrorPleaseCheckFiles,"An error occured during renaming: {0}\nPlease check the savegame files and directories.",
dlgDeleteErrorPleaseDelManually,"An error occured during deleting: {0}\nThe savegame is probably incomplete - please delete manually.",
dlgRenameGame,"Rename Game",
dlgHintGameNameExists,"(Name already in use)",
dlgHintInvalidFileName,"(Invalid filename)",
dlgServerError,"Server error",
dlgCannotUsePortStartOnlyOne,"Cannot use IP port. Please start only one server instance of the game.",
igmRunOnlyWithJetpackOff,"You can run only when jetpack is off",
dlgNoInputAssignedFor,"The following actions have no input assigned:",
btnUnderstood,Understood,
dlgNoLongerUsableSavegames,"The following savegames are no longer usable:",
dlgPleaseDelete,"Please delete them.",
cplStatistics,Statistics:,
vstTitle,Statistics,
vstGeneral,General,
vstLifeSupport,"Life Support",
vstCargo,Cargo,
vstAttackDefense,Attack/Defense,
vstThrusterRCS,Thrusters/RCS,
vstAccelThrusterTorque,Acceleration/Thrust/Torque,
vstDocked,Docked,
vstPassengers,Passengers,
vstRoll,Roll,
vstPitch,Pitch,
vstYaw,Yaw,
vstSize,"Size (WxDxH):",
vstBlockCount,"Block Count:",
vstMass,Mass:,
vstGenerators,Generators:,
vstMaxOutput,"Max Output:",
vstConsumption,Consumption:,
vstFuel,Fuel:,
vstPowerLeft,"Power Left:",
vstWarpDrive,"Warp Drive / Available AU:",
vstAvailableAU,"Available AU:",
vstOxygen,Oxygen:,
vstOxygenStations,"Oxygen Stations:",
vstMedicStations,"Medic Stations:",
vstCloneChambers,"Clone Chambers:",
vstCargoBoxes,"Cargo Boxes:",
vstAmmoContainers,"Ammo Boxes:",
vstFuelTanks,"Fuel Tanks:",
vstOxygenTanks,"Oxygen Tanks:",
vstThrusters,Thrusters:,
vstRCS,RCS:,
cplStatisticsTooltip,Statistics,
cplAccessTooltip,"Press the button to directly access the device",
cplAccess,Access:,
mnuAmbientVolume,"Ambient Volume",
fctReducedProductionTime,"Components/Blocks can be added into BP factory for reduced Production Time",
pdaShowHud,"Show in HUD",
dlgReallyCompleteAction,"Really manually complete this action?\n\nSuggestion: Please read the action's description at least - it contains useful hints!",
mnuManualCompletionHint,"(* = can be manually completed)",
bmDesertLowPlains,"Low Plains",
bmDesertHighPlains,"High Plains",
bmMountains,Mountains,
bmSmallLake,Lake,
bmWater,Lake,
bmTropicalForest,"Tropical Forest",
bmOpenPlains,"Open Plains",
bmOcean,Ocean,
bmIslands,Islands,
bmBarrenFog,Mist,
bmBarrenRocks,"Barren Rocks",
bmBarrenOpenPlains,"Open Plains",
bmLavaPlains,"Lava Plains",
bmLava,Lava,
bmSwamp,Swamp,
bmAlienForest,"Alien Forest",
bmAlienSavanna,"Alien Savanna",
bmDesertLargeRocks,"Large Rocks",
bmDesertSolitude,"Desert Solitude",
bmDesertLowMountains,"Low Mountains",
bmLavaFog,"Lava Fog",
bmArcticForest,"Artic Forest",
bmArcticLowPlains,"Low Plains",
bmArcticHighForest,"Artic High Forest",
bmArcticIntermediatePlains,"Intermediate Plains",
bmArcticHighPlains,"High Plains",
bplBlueprints,Blueprints,
bplCompleted,Completed,
mnuEAC,"Start with EAC:",
cplOfflineProtection,"Offline Protection:",
btnCopy,Copy,
mnuTitleServerConfig,"Server Configuration",
scfgGameModeId,"Game Mode",
scfgStopPeriod,"Playfield Auto-Restart",
scfgOfflProtTime,"Offline Protection Time",
scfgWipeTime,"Remove Time (Unvisited Structures)",
scfgDecayTime,"Remove Time (Unvisited Mini Structures)",
scfgMaxStructures,"Max. Structures per Playfield",
scfgAntiGriefDist,"Anti-Griefing Distance",
scfgNumPlayfields,"Number of Playfields",
scfgNumStartPlanets,"Number of Starting Planets",
lblDisabled,Disabled,
unitAbbrMinutes,min,
unitAbbrHours,h,
unitAbbrDays,d,
unitDay,day,
unitDays,days,
mapDistance,"Distance:\n{0:f1} AU",
mnuStructuresAvailable,"Structures Used:",
cplClearGroups,"WARNING: This will clear your current item names and groups.",
btnSrvInternet,Internet,
btnSrvHistory,History,
btnSrvFriends,Friends,
mapSectorMapTitle,"Sector Map",
mnuResolution,Resolution,
mnuFullscreen,Fullscreen,
mnuVSync,VSync,
mnuGamma,Gamma,
mnuFOV,FOV,
mnuQualityPreset,"Quality Preset",
mnuSSAO,SSAO,
mnuSharpen,"Image Processing",
mnuBloom,Bloom,
mnuTextureResolution,"Texture Resolution",
mnuDecoDistance,"Deco Distance",
mnuGrassDistance,"Grass Distance",
bhiResolution,"Set the Resolution used for the Game",
bhiFullscreen,"Enable/Disable Fullscreen",
bhiVSync,"Enable/Disable Vertical Sync",
bhiFOV,"Adjust the Field of View",
bhiSSAO,"Enable/Disable Screen Space Ambient Occlusion",
bhiSharpen,"Enable/Disable Image Processing",
bhiBloom,"Enable/Disable Bloom",
bhiDecoDistance,"Set Maximum Decoration Distance. You must restart the game for this to take effect",
bhiGrassDistance,"Set Maximum Grass Distance. You must restart the game for this to take effect",
mnuCustom,Custom,
tipQuit,Quit,
tipOptions,Options,
tipSave,Backup,
tipInventory,Inventory,
tipMap,Map,
tipControlPanel,"Control Panel",
tipBlueprintLibrary,"Blueprint Library",
tipGettingStarted,"Getting Started",
tipDebugOptions,"Debug Options",
mnuNewGameName,NewGame,
lblMarketplace,Marketplace,
btnCreateOffer,"Create Offer",
btnRemoveOffer,"Remove Offer",
btnAcceptOffer,"Accept Offer",
btnClaimAll,"Claim All",
btnWanted,Wanted,
btnForSale,"For Sale",
btnRecent,Recent,
btnPending,Pending,
lblId,Id,
lblItem,Item,
lblPrice,Price,
lblPPI,"Unit Price",
lblDuration,Duration,
lblFeeNPercent:,"Fee ({0}%):",
lblRevenue:,Revenue:,
lblTotal:,Total:,
msgFeatureDisabledInExperimental,"Feature is currently disabled in Experimental version",
lblCreateBuyOffer,"Create Buy Offer",
lblCreateSellOffer,"Create Sell Offer",
lblInventory,Inventory,
lblBuyableItems,"Buyable Items",
lblOfferDetails,"Offer Details",
lblAmount:,Amount:,
lblPrice:,Price:,
lblDuration:,"Duration (h:m):",
lblAmount,Amount,
lblSince,Since,
btnCancel,Cancel,
lblBuyer,Buyer,
lblVendor,Vendor,
lblStatus,Status,
lblBuy,Buy,
lblSale,Sale,
lblExpired,expired,
lblAccepted,accepted,
mnuDifficultyPreset,"Difficulty Preset:",
mnuEscapePodContent,"Escape Pod Content:",
mnuAmountofOre,"Amount of Ore per Deposit:",
mnuNumberofDeposits,"Number of Deposits:",
mnuOverallDronePresence,"Overall Drone Presence:",
mnuDroneBaseAttack,"Drone Base Attack:",
mnuRateofNPCSpawn,"Rate of NPC Spawn:",
mnuEnemyDifficulty,"Enemy Difficulty:",
mnuConstructorCraftSpeed,"Constructor Craft Speed:",
mnuBlueprintProductionSpeed,"Blueprint Production Speed:",
mnuDifficultySettings,"Difficulty Settings",
difDifficultyPresetEasy,Easy,
difDifficultyPresetMedium,Medium,
difDifficultyPresetHard,Hard,
difEscapePodContentEasy,Easy,
difEscapePodContentMedium,Medium,
difEscapePodContentHard,Hard,
difAmountofOreEasy,Rich,
difAmountofOreMedium,Normal,
difAmountofOreHard,Poor,
difNumberofDepositsEasy,Plenty,
difNumberofDepositsMedium,Normal,
difNumberofDepositsHard,Few,
difOverallDronePresenceEasy,Low,
difOverallDronePresenceMedium,Normal,
difOverallDronePresenceHard,High,
difOverallDronePresenceOff,Off,
difDroneBaseAttackEasy,Easy,
difDroneBaseAttackMedium,Medium,
difDroneBaseAttackHard,Hard,
difDroneBaseAttackOff,Off,
difRateofNPCSPawnEasy,Low,
difRateofNPCSPawnMedium,Normal,
difRateofNPCSPawnHard,High,
difEnemyDifficultyEasy,Easy,
difEnemyDifficultyMedium,Medium,
difEnemyDifficultyHard,Hard,
difConstructorCraftSpeedEasy,Fast,
difConstructorCraftSpeedMedium,Normal,
difConstructorCraftSpeedHard,Slow,
difBlueprintProductionSpeedEasy,Fast,
difBlueprintProductionSpeedMedium,Normal,
difBlueprintProductionSpeedHard,Slow,
bhiDifficultyPreset,"Choose between different presets.",
bhiEscapePodContent,"Determines the content of the Escape Pod when you crash land on the planet.",
bhiAmountofOre,"Influences the average amount of ore that a deposit contains. Only affects new games or playfields that have not yet been visited.",
bhiNumberofDeposits,"Influences the average number of deposits per planet. Only affects new games or playfields that have not yet been visited.",
bhiOverallDronePresence,"Influences the overall number of drones that are present on a planet.",
bhiRateofNPCSpawn,"Influences the spawn rate of enemy NPCs on a planet.",
bhiEnemyDifficulty,"Influences the overall difficulty when attacking enemies.",
bhiConstructorCraftSpeed,"Influences the overall craft speed of constructors.",
bhiBlueprintProductionSpeed,"Influences the overall production speed of the blueprint factory.",
mapAtmosphereO2,"Atmosphere O2 / Breathable:",
lblBalance,Balance,
lblBalance:,Balance:,
upgTlUpgrade,Upgrade,
upgTlNotAvail,"No upgrade available",
upgTlNeeded,Needed,
upgTlReturned,Returned,
upgTlFrom,From,
upgTlTo,To,
btnDifficulty,Difficulty,
hintSelectItemInList,"Please select an item in the list",
hintEnterAmount,"Please enter an amount",
hintMalformedAmount,"Malformed amount",
hintEnterAmount>0,"Amount has to be > 0",
hintAmount>MaxStackCount,"Amount > max. stack count ({0})",
hintCount>OfferedCount,"Count > offered count",
hintHaveOnlyNItems,"You only have {0}x {1}",
hintHaveOnlyNToSell,"You only have {0}x to sell",
hintEnterPrice,"Please enter a price",
hintMalformedPrice,"Malformed price",
hintEnterPrice>0,"Price has to be > 0",
hintHaveOnlyNCredits,"You only have {0} credits",
hintEnterDuration,"Please enter a duration",
hintMaxDurationIs,"Maximum duration is {0}",
hintSelectItem,"Please select an item",
hintCannotBuyFromMyself,"Cannot buy from myself",
hintCannotSellToMyself,"Cannot sell to myself",
hintNotYetAllowedToBuyThisItem,"You're not yet allowed to buy this item",
igmJustSoldNItems,"Just sold {0}x {1} for {2} Cr",
igmJustBoughtNItems,"Just bought {0}x {1} for {2} Cr",
lblAbbrCredits,CR,
mnuPlayerProgression,"Player Progression:",
difPlayerProgressionEasy,Fast,
difPlayerProgressionMedium,Normal,
difPlayerProgressionHard,Slow,
bhiPlayerProgression,"Influences the speed of XP gain and thus player progression",
lblFor,for,
lblSellCount:,"Sell Count:",
lblBuyCount:,"Buy Count:",
lblToPay:,"To Pay:",
btnSell,Sell,
btnBuy,Buy,
mnuBrightness,Brightness,
mnuContrast,Contrast,
bhiBrightness,"Adjust the Brightness",
bhiContrast,"Adjust the Contrast",
mnuTextureResMax,Max,
mnuTextureResHalf,Half,
msgWantoToSellXItemsWithYFee,"You want to sell {0}x '{1}' for {2}.\nThe Marketplace fee will be {3} which cannot be refunded.",
mnuMaxLOD,"LOD Quality",
bhiMaxLOD,"Set the LOD Quality used for models. You must restart the game for this to take effect.",
mnuDecoDistanceFar,Far,
mnuDecoDistanceMedium,Medium,
mnuDecoDistanceNear,Near,
mnuMaxLODHigh,High,
mnuMaxLODMedium,Medium,
mnuMaxLODLow,Low,
mnuGrassDistanceFar,Far,
mnuGrassDistanceMedium,Medium,
mnuGrassDistanceNear,Near,
mnuApply,Apply,
bhiApply,"Apply Current Quality Settings",
mnuFullscreenWindow,"Fullscreen Window Mode",
bhiFullscreenWindow,"Determines if Fullscreen Mode will be a Fullscreen Window (Borderless) or True Fullscreen. You must restart the game for this to take effect.",
btnDefrag,Compress,
dlgDefragErrorPleaseDelete,"An error occured while compressing the savegame: {0}\nPlease delete the probably corrupted savegame.",
btnYes,Yes,
igmCannotPlaceGeneral,"Cannot place it here",
vstClass,"Size Class:",
vstDeviceCount,"Device Count:",
tipFunctionDisabledByServer,"This function has been disabled by the server",
mnuSSRR,"Screen Space Reflections",
bhiSSRR,"Enable/Disable Screen Space Reflections for all objects. Allows much more detailed reflections of all objects in the world.",
titleConsole,Console,
lblOpenOnExceptions,"Open on Exceptions","Ã–ffnen bei Exceptions;"
lblChooseStartPlanet,"Choose Starting Planet",
btnStart,Start,
titleMap,Map,
titleCreativeMenu,"Creative Menu",
